"lang"
{
	"Language"		"English"
        "DOTA_Tooltip_modifier_duel_damage_datadriven"				"Duel Victory Damage"
        "DOTA_Tooltip_modifier_duel_damage_datadriven_Description"	"Gaining bonus damage permanently from won duels."
	
	"DOTA_Tooltip_ability_creature_aura_health_regen"					"Healing Aura"
	"DOTA_Tooltip_ability_creature_aura_health_regen_Description"				"Troll Healer focuses his magic to heal nearby allied units"
	"DOTA_Tooltip_ability_creature_aura_health_regen_health_regen_amount"			"HEAL"
	"DOTA_Tooltip_ability_creature_aura_health_regen_armor_buff"				"ARMOR BONUS"
	
	
	"DOTA_Tooltip_modifier_aura_health_regen"						"Healing Aura"
	
	"DOTA_Tooltip_modifier_health_regen"							"Healing"
	"DOTA_Tooltip_modifier_health_regen_Description"					"Healing for %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% and gaining %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor"
	
	"DOTA_Tooltip_modifier_shredder_timber_chain"						"Timber Chain"
	}
}
